property_type,price: ,sleeping_rooms,area
appartment,504517,5,166m2
appartment,325108,4,170m2
appartment,380456,4,209m2
appartment,232211,5,141m2
house,458348,5,225m2
house,112346,2,147m2
house,506332,3,151m2
appartment,71103,4,241m2
house,103762,4,144m2
appartment,902993,2,176m2
appartment,361371,3,144m2
appartment,749934,3,160m2
appartment,218986,3,187m2
appartment,850626,4,219m2
appartment,436389,4,146m2
house,282813,4,207m2
appartment,793402,4,174m2
appartment,470243,4,177m2
appartment,898007,5,132m2
appartment,515649,2,147m2
appartment,710651,3,203m2
appartment,829919,2,150m2
house,509376,2,247m2
appartment,437372,4,232m2
appartment,103522,3,208m2
appartment,951549,4,172m2
house,409588,4,215m2
appartment,377681,4,164m2
house,68300,3,220m2
appartment,730376,5,174m2
appartment,546233,3,225m2
house,289824,4,186m2
appartment,794267,5,150m2
appartment,13010,5,209m2
house,944296,5,250m2
house,31485,2,227m2
appartment,398666,5,187m2
house,246879,3,216m2
appartment,853410,2,173m2
house,871358,2,139m2
appartment,661113,5,226m2
appartment,428802,2,144m2
house,70024,2,233m2
appartment,473376,2,227m2
appartment,521612,5,213m2
appartment,65234,4,131m2
appartment,370663,3,204m2
appartment,67576,2,150m2
house,746151,3,141m2
appartment,631492,3,225m2
appartment,591911,5,150m2
house,560541,5,180m2
appartment,150607,4,163m2
house,364754,4,250m2
house,228291,5,201m2
house,199810,2,247m2
appartment,60115,4,179m2
appartment,25293,5,241m2
appartment,463893,4,207m2
appartment,841297,4,219m2
appartment,787508,3,219m2
appartment,440822,2,245m2
house,43211,3,189m2
house,859474,3,170m2
house,244114,4,175m2
appartment,54802,5,136m2
appartment,279055,2,164m2
appartment,484131,5,234m2
appartment,382893,4,225m2
appartment,343407,3,187m2
appartment,397429,2,196m2
appartment,980264,5,208m2
appartment,566005,4,184m2
house,155714,2,201m2
appartment,775033,4,229m2
appartment,224197,3,175m2
appartment,344963,3,136m2
house,89034,2,220m2
appartment,11673,3,233m2
appartment,765227,3,133m2
appartment,596326,3,131m2
appartment,305516,4,246m2
house,409011,4,149m2
appartment,446191,5,206m2
appartment,589411,2,212m2
house,580923,4,229m2
house,702541,3,200m2
appartment,580282,4,154m2
house,499858,2,239m2
house,987416,3,200m2
appartment,859716,2,174m2
house,787917,2,227m2
appartment,281336,2,131m2
appartment,447251,3,185m2
appartment,446165,2,249m2
appartment,338156,2,130m2
house,680588,2,169m2
house,479474,2,229m2
appartment,406887,4,186m2
appartment,174157,2,142m2
appartment,488651,2,171m2
appartment,84330,3,165m2
house,104710,2,197m2
appartment,817770,5,243m2
appartment,83120,4,148m2
appartment,617772,2,163m2
appartment,829634,4,142m2
house,479003,3,164m2
house,112041,4,224m2
house,801371,4,197m2
appartment,819324,3,238m2
appartment,44874,2,241m2
house,808942,3,200m2
house,447570,2,177m2
appartment,93711,3,228m2
appartment,901669,5,243m2
appartment,202194,5,214m2
appartment,407348,5,185m2
house,615230,3,250m2
house,83377,2,211m2
house,523945,5,241m2
appartment,891879,4,245m2
appartment,511287,4,135m2
house,433458,4,197m2
appartment,406799,2,159m2
house,742400,5,159m2
house,571049,2,192m2
house,316705,4,158m2
appartment,120968,2,195m2
appartment,372429,5,165m2
appartment,679925,2,141m2
appartment,747921,3,164m2
house,664163,2,212m2
appartment,741790,3,134m2
appartment,689848,5,213m2
appartment,868862,5,152m2
appartment,684964,3,141m2
appartment,363195,3,219m2
appartment,823000,2,211m2
appartment,133925,4,247m2
house,814869,2,178m2
appartment,928182,3,139m2
appartment,223730,5,171m2
appartment,311193,5,203m2
appartment,834255,5,179m2
appartment,236172,4,197m2
appartment,145688,5,240m2
appartment,968555,4,214m2
house,190179,5,214m2
house,886545,2,203m2
house,320519,5,223m2
appartment,401465,5,222m2
appartment,189198,2,223m2
appartment,498295,4,182m2
appartment,62950,5,143m2
appartment,182728,4,195m2
house,265713,3,191m2
appartment,80499,4,225m2
appartment,172463,5,191m2
house,738064,2,235m2
appartment,918857,3,183m2
house,189490,3,209m2
appartment,474839,5,138m2
house,334735,2,212m2
appartment,664495,5,175m2
appartment,825842,4,165m2
appartment,427981,5,247m2
appartment,102567,5,241m2
house,250268,4,232m2
appartment,266680,4,179m2
house,468437,3,151m2
appartment,865821,5,175m2
appartment,765373,5,141m2
house,828437,5,243m2
appartment,513674,5,155m2
house,113329,3,161m2
house,837928,4,233m2
appartment,936391,3,174m2
appartment,566252,5,234m2
appartment,91070,5,180m2
house,446995,4,139m2
appartment,228270,3,144m2
appartment,701084,4,140m2
appartment,475465,4,134m2
appartment,885211,5,220m2
appartment,59886,4,158m2
house,831373,5,145m2
appartment,190631,2,211m2
appartment,451020,3,194m2
house,152460,2,193m2
house,945541,4,244m2
appartment,30425,2,245m2
house,459036,5,153m2
house,416306,5,227m2
house,331043,2,173m2
house,12219,3,192m2
appartment,479784,5,134m2
appartment,322220,3,242m2
appartment,253511,2,226m2
house,461744,3,131m2
house,408586,2,171m2
house,149807,5,171m2
appartment,443021,5,132m2
house,694634,4,157m2
appartment,141351,4,155m2
house,485931,4,230m2
appartment,54431,5,250m2
house,648922,3,219m2
house,706843,4,146m2
appartment,296968,3,180m2
appartment,390314,4,241m2
appartment,702582,3,130m2
appartment,287511,4,134m2
house,18522,5,217m2
appartment,306154,4,133m2
appartment,650891,3,212m2
house,858428,3,223m2
appartment,413521,3,140m2
appartment,985129,2,250m2
appartment,321396,2,181m2
house,323672,3,157m2
appartment,467577,3,197m2
appartment,135713,5,140m2
appartment,957083,2,145m2
appartment,40665,3,230m2
house,557983,2,142m2
house,22494,3,184m2
appartment,81635,2,156m2
house,885307,5,137m2
house,154049,2,136m2
house,817636,2,235m2
appartment,985394,3,221m2
appartment,530997,4,177m2
house,42164,3,173m2
appartment,433831,4,130m2
house,773846,4,222m2
appartment,317311,3,160m2
appartment,267190,3,202m2
appartment,410154,4,188m2
appartment,817104,2,241m2
appartment,852958,3,232m2
appartment,74116,2,180m2
appartment,566307,3,147m2
house,262733,5,168m2
appartment,43946,5,175m2
house,688219,3,212m2
appartment,317354,2,239m2
house,19560,2,143m2
house,628296,4,228m2
appartment,806706,3,246m2
house,324459,4,218m2
house,803046,4,172m2
house,408623,2,145m2
appartment,851529,4,222m2
appartment,812512,5,172m2
appartment,622201,4,141m2
appartment,270853,4,185m2
house,325670,4,213m2
appartment,550381,5,245m2
house,442653,5,201m2
house,460880,3,248m2
house,524791,5,188m2
house,209023,4,158m2
appartment,530213,2,203m2
appartment,811430,4,227m2
appartment,946061,3,230m2
appartment,965491,4,228m2
appartment,206157,3,201m2
appartment,966051,2,246m2
house,910241,3,237m2
house,943651,5,131m2
appartment,931904,4,205m2
appartment,354543,5,178m2
appartment,653130,3,209m2
appartment,809328,5,170m2
appartment,685861,4,163m2
appartment,654684,4,136m2
appartment,716696,3,151m2
house,843014,4,142m2
appartment,763909,5,184m2
house,360507,4,197m2
appartment,819789,5,150m2
house,448470,5,131m2
appartment,762715,5,219m2
appartment,281819,3,249m2
house,857889,5,216m2
appartment,626337,5,184m2
house,612405,4,170m2
appartment,203763,3,171m2
appartment,767106,3,191m2
appartment,55715,5,167m2
house,91030,5,232m2
appartment,876047,5,232m2
appartment,556459,3,217m2
house,682871,2,213m2
house,209826,2,151m2
appartment,484902,5,197m2
appartment,934917,3,144m2
house,863102,3,202m2
appartment,44408,4,195m2
house,939809,2,220m2
appartment,518320,5,190m2
appartment,960872,3,172m2
appartment,168822,2,180m2
house,395977,4,211m2
appartment,79211,5,171m2
house,567041,2,149m2
appartment,731060,2,171m2
house,482554,3,154m2
appartment,539227,5,208m2
appartment,622553,4,152m2
appartment,593617,2,153m2
house,13156,5,133m2
house,379713,2,180m2
house,310935,5,188m2
appartment,858926,2,160m2
appartment,855364,4,208m2
house,613069,4,169m2
house,374914,2,162m2
appartment,52421,3,233m2
house,182654,4,141m2
appartment,371894,2,179m2
appartment,532962,2,164m2
house,554754,3,152m2
appartment,621887,2,157m2
house,767691,4,239m2
appartment,327883,5,134m2
house,879120,3,139m2
appartment,332780,4,175m2
appartment,888466,5,214m2
house,728840,2,212m2
appartment,880477,2,220m2
appartment,838303,3,186m2
appartment,751496,2,231m2
appartment,945638,2,161m2
appartment,374528,4,181m2
house,847568,3,187m2
appartment,326552,5,173m2
appartment,832460,5,153m2
house,198227,4,217m2
house,296728,5,176m2
appartment,515545,3,159m2
appartment,698688,2,232m2
house,631977,5,186m2
appartment,493586,4,140m2
appartment,897353,4,134m2
house,184734,3,166m2
house,437711,2,207m2
house,521265,4,172m2
appartment,639876,2,240m2
house,873369,4,242m2
appartment,740624,3,185m2
appartment,850687,4,233m2
appartment,872522,2,217m2
appartment,148907,4,147m2
appartment,103577,2,173m2
appartment,806959,3,168m2
appartment,374117,5,190m2
house,710032,5,187m2
house,561111,4,169m2
appartment,928230,2,176m2
appartment,473553,5,146m2
house,566288,3,246m2
appartment,521359,4,150m2
appartment,68508,5,201m2
appartment,284868,2,163m2
appartment,583339,4,181m2
house,909285,5,173m2
appartment,575901,5,172m2
appartment,837821,5,204m2
appartment,222335,5,244m2
appartment,598362,4,191m2
house,522552,4,154m2
house,136907,3,245m2
house,779128,4,136m2
appartment,697897,5,153m2
appartment,42831,2,150m2
appartment,619784,2,192m2
house,927363,4,132m2
appartment,783283,3,143m2
house,754778,4,209m2
house,451844,5,150m2
appartment,289633,2,205m2
appartment,414223,2,241m2
house,276792,3,217m2
appartment,946933,4,224m2
appartment,995224,4,147m2
house,689429,2,144m2
appartment,359553,2,246m2
house,671631,3,192m2
appartment,711302,5,163m2
appartment,116098,4,155m2
appartment,920565,4,141m2
house,800833,4,244m2
appartment,901129,2,153m2
appartment,410067,3,238m2
appartment,816758,5,155m2
appartment,999315,4,131m2
appartment,902444,5,131m2
appartment,464215,2,226m2
appartment,915571,4,221m2
appartment,402764,2,183m2
appartment,67423,2,248m2
appartment,865059,5,229m2
house,989787,5,210m2
house,185312,3,210m2
appartment,476357,4,218m2
appartment,354725,5,159m2
appartment,911092,4,130m2
appartment,827575,5,176m2
appartment,985792,4,187m2
house,375920,2,221m2
appartment,789996,3,212m2
appartment,375109,2,132m2
house,632495,5,245m2
house,596182,4,162m2
house,349653,5,186m2
appartment,759741,5,164m2
house,215075,2,130m2
appartment,140064,4,132m2
house,238802,5,155m2
appartment,506925,3,169m2
appartment,862238,2,162m2
house,244810,2,150m2
appartment,325871,4,159m2
appartment,823938,3,188m2
house,893607,5,236m2
appartment,867385,5,153m2
appartment,882228,2,231m2
appartment,557252,2,221m2
appartment,511752,2,196m2
house,435500,4,137m2
appartment,988396,3,162m2
house,722842,5,140m2
appartment,198078,3,178m2
appartment,578205,2,232m2
appartment,574064,5,201m2
appartment,365658,3,140m2
house,47583,2,227m2
appartment,106302,5,152m2
house,550764,4,247m2
appartment,426469,4,223m2
appartment,400783,4,237m2
appartment,732088,5,171m2
appartment,297451,5,204m2
house,900070,3,160m2
appartment,827363,2,208m2
appartment,325872,5,134m2
appartment,66651,4,248m2
appartment,419815,2,175m2
appartment,916277,5,130m2
appartment,84945,3,246m2
appartment,886529,5,244m2
appartment,489153,3,206m2
house,773107,3,211m2
house,627999,3,210m2
house,174654,5,205m2
appartment,588306,5,178m2
appartment,643533,5,185m2
appartment,860888,4,229m2
appartment,193434,2,208m2
appartment,550805,5,196m2
house,1795,5,223m2
appartment,336140,2,140m2
appartment,726171,4,157m2
house,207060,4,230m2
appartment,673976,3,238m2
house,28362,3,159m2
house,209348,5,168m2
appartment,15336,5,168m2
house,502883,2,209m2
house,859171,2,199m2
appartment,373263,5,142m2
appartment,108771,2,161m2
house,84332,5,242m2
appartment,128283,4,201m2
house,271150,4,185m2
appartment,302993,4,194m2
appartment,271460,3,210m2
appartment,317721,2,140m2
appartment,418457,4,159m2
house,240338,5,140m2
house,393704,4,232m2
house,123390,3,188m2
house,52714,4,141m2
appartment,152084,3,243m2
appartment,740804,5,204m2
house,712773,2,245m2
house,831316,4,205m2
appartment,760029,4,240m2
appartment,382040,2,238m2
appartment,135750,3,132m2
appartment,122654,2,190m2
appartment,905368,5,175m2
house,387915,5,238m2
house,715126,5,136m2
appartment,291244,3,155m2
appartment,106853,2,202m2
appartment,416300,5,160m2
house,309499,5,222m2
house,917800,2,170m2
appartment,833072,5,196m2
appartment,268948,5,207m2
house,837282,4,246m2
appartment,37901,3,188m2
appartment,1629,5,171m2
appartment,378945,2,130m2
appartment,144358,2,152m2
house,839817,3,161m2
appartment,84062,4,181m2
appartment,134325,5,171m2
house,979619,3,228m2
appartment,715258,3,209m2
house,705123,2,175m2
appartment,846625,5,185m2
appartment,496366,3,185m2
house,31093,3,172m2
appartment,912063,5,176m2
appartment,141909,4,141m2
appartment,954514,4,186m2
appartment,334086,4,239m2
appartment,170966,5,142m2
appartment,203141,5,140m2
house,770230,2,146m2
appartment,497941,3,233m2
appartment,223241,3,196m2
appartment,692116,4,246m2
appartment,767800,2,158m2
house,48561,2,143m2
appartment,874748,5,200m2
house,288331,4,147m2
appartment,277380,2,229m2
house,878525,2,185m2
appartment,120272,4,229m2
house,596654,5,203m2
house,88016,5,172m2
house,804980,2,152m2
house,898936,2,225m2
appartment,255397,4,139m2
appartment,560511,2,158m2
appartment,774260,5,245m2
house,935171,3,182m2
appartment,664331,4,142m2
appartment,34102,2,158m2
appartment,180624,4,217m2
house,286126,5,171m2
appartment,947162,5,192m2
appartment,316877,5,202m2
appartment,123886,2,139m2
appartment,369891,3,240m2
appartment,889202,5,158m2
house,795697,5,171m2
appartment,609969,4,221m2
appartment,344766,5,228m2
appartment,226818,5,237m2
appartment,761258,2,137m2
appartment,128021,4,158m2
appartment,212198,2,133m2
appartment,193970,5,189m2
appartment,205380,5,221m2
appartment,658006,2,186m2
appartment,665585,2,235m2
appartment,221746,4,240m2
house,486146,5,229m2
appartment,517094,4,227m2
appartment,944088,4,239m2
appartment,250450,5,230m2
appartment,506829,2,195m2
appartment,365290,5,152m2
appartment,38630,2,242m2
house,849312,2,145m2
appartment,720982,3,236m2
house,120735,5,235m2
appartment,719006,2,182m2
appartment,364558,2,218m2
appartment,484936,5,200m2
appartment,190002,2,165m2
appartment,518875,4,205m2
house,684262,4,231m2
appartment,103280,4,242m2
appartment,891352,5,136m2
house,355835,3,211m2
appartment,511684,2,229m2
appartment,337566,4,146m2
appartment,424340,2,139m2
house,433237,3,230m2
appartment,472756,3,168m2
house,171626,2,169m2
house,881993,4,172m2
appartment,960953,5,165m2
house,605453,4,230m2
appartment,542272,4,133m2
appartment,748685,5,188m2
appartment,144755,2,159m2
house,900879,4,215m2
appartment,258565,4,176m2
appartment,822431,3,248m2
appartment,295736,3,190m2
house,443619,5,176m2
house,249827,4,137m2
house,181660,4,210m2
appartment,652447,4,232m2
appartment,278836,3,196m2
appartment,346918,5,131m2
house,979746,5,191m2
appartment,168741,4,185m2
appartment,447675,5,223m2
appartment,947742,5,199m2
house,191008,2,169m2
appartment,760949,4,205m2
house,939310,2,164m2
appartment,937797,4,130m2
house,751253,3,180m2
appartment,756594,5,145m2
appartment,126899,3,211m2
appartment,523327,4,201m2
appartment,397031,5,149m2
appartment,311381,4,196m2
appartment,801976,3,171m2
appartment,479253,4,215m2
appartment,44192,3,176m2
appartment,307521,2,250m2
appartment,235508,3,225m2
house,338935,2,159m2
appartment,568876,5,221m2
house,262111,2,140m2
appartment,64104,2,208m2
house,502495,2,250m2
appartment,369133,5,212m2
appartment,417302,4,181m2
appartment,426692,2,199m2
house,376081,2,145m2
house,642356,2,176m2
house,560092,2,205m2
house,706637,3,183m2
appartment,327252,3,224m2
appartment,619865,3,174m2
appartment,170040,3,178m2
appartment,45920,4,199m2
appartment,5151,4,226m2
appartment,296024,4,159m2
appartment,787716,4,219m2
appartment,700465,4,191m2
appartment,53039,5,191m2
house,529977,3,158m2
house,76594,4,202m2
appartment,604164,3,156m2
house,171652,4,211m2
appartment,241345,4,190m2
appartment,334091,2,220m2
appartment,705106,5,235m2
appartment,131282,5,225m2
appartment,85865,5,181m2
house,528714,3,207m2
house,658449,3,136m2
appartment,183009,4,154m2
appartment,294221,5,230m2
house,970630,5,196m2
appartment,593455,2,133m2
appartment,994864,3,149m2
appartment,403226,5,165m2
house,631590,5,181m2
appartment,285736,4,239m2
appartment,530145,4,135m2
appartment,190989,3,230m2
appartment,415364,2,169m2
house,72943,3,163m2
house,617426,2,218m2
house,222212,2,238m2
appartment,975843,2,241m2
appartment,687191,5,223m2
appartment,771253,2,248m2
appartment,547194,2,235m2
appartment,686827,4,218m2
appartment,698171,4,151m2
appartment,645048,2,164m2
appartment,654107,3,151m2
appartment,735498,4,159m2
appartment,6636,2,175m2
appartment,418557,5,247m2
appartment,579338,5,152m2
appartment,931901,3,217m2
appartment,551272,2,177m2
house,847871,2,134m2
house,875929,2,215m2
house,346122,5,205m2
house,154972,2,157m2
house,109791,3,146m2
appartment,777870,3,238m2
house,98744,2,147m2
house,74568,3,204m2
house,399178,3,221m2
appartment,972604,2,190m2
house,991995,4,198m2
appartment,828829,2,190m2
appartment,73801,4,178m2
house,260573,4,148m2
appartment,644308,3,181m2
appartment,656958,4,190m2
appartment,183214,4,171m2
house,547116,5,231m2
house,943122,3,164m2
house,66695,5,150m2
appartment,896453,3,171m2
appartment,336828,2,239m2
appartment,586908,2,241m2
house,10788,5,158m2
appartment,474994,3,210m2
house,609837,4,203m2
appartment,497572,2,161m2
appartment,538917,3,218m2
house,902829,5,174m2
appartment,359934,4,208m2
appartment,448406,2,133m2
house,115898,5,204m2
house,771773,5,224m2
appartment,355328,3,175m2
appartment,900601,3,242m2
appartment,188422,3,205m2
appartment,172146,5,132m2
appartment,415063,2,225m2
appartment,743442,3,143m2
appartment,34756,2,201m2
house,444335,4,178m2
appartment,448489,2,169m2
house,707134,5,164m2
appartment,558443,2,131m2
house,48471,2,206m2
appartment,190016,2,154m2
appartment,276767,5,152m2
appartment,305673,5,213m2
appartment,740916,4,228m2
appartment,50399,5,231m2
appartment,902090,2,145m2
appartment,243063,2,153m2
house,737311,4,182m2
house,616920,4,250m2
appartment,994481,4,230m2
appartment,961734,4,215m2
house,704128,2,133m2
house,506015,5,242m2
appartment,952639,5,249m2
appartment,115384,4,138m2
appartment,926204,5,160m2
appartment,202524,5,211m2
appartment,566577,3,244m2
house,881342,5,160m2
appartment,596089,5,202m2
appartment,471981,3,149m2
appartment,401394,2,151m2
appartment,951271,2,220m2
house,283184,3,220m2
house,744780,4,198m2
appartment,577626,4,159m2
appartment,445699,4,185m2
appartment,872828,3,218m2
appartment,387024,3,134m2
appartment,575761,2,222m2
appartment,460673,2,185m2
appartment,881891,3,130m2
appartment,343037,4,175m2
appartment,302195,5,221m2
appartment,224919,5,155m2
appartment,404876,2,177m2
appartment,668961,5,168m2
appartment,928223,2,158m2
house,61615,3,243m2
appartment,779928,5,193m2
appartment,243965,4,144m2
appartment,384203,4,138m2
appartment,915840,2,206m2
appartment,71599,3,247m2
appartment,681666,3,219m2
house,335279,2,214m2
appartment,707966,2,131m2
appartment,716758,3,175m2
house,93834,3,230m2
appartment,488485,3,192m2
appartment,174037,4,171m2
house,816310,2,231m2
appartment,502662,2,154m2
house,139488,3,196m2
appartment,405735,5,213m2
appartment,275396,3,176m2
appartment,520047,5,146m2
house,895399,2,132m2
appartment,840119,5,238m2
appartment,375529,5,132m2
appartment,250996,2,147m2
appartment,389244,2,178m2
appartment,623750,3,182m2
appartment,96146,5,215m2
appartment,944339,4,130m2
appartment,297057,2,191m2
appartment,473446,4,182m2
appartment,539489,5,247m2
appartment,412401,3,228m2
house,42370,3,161m2
appartment,739291,3,206m2
appartment,516853,2,162m2
appartment,358062,4,161m2
appartment,341700,2,151m2
appartment,350449,4,173m2
appartment,579678,5,199m2
appartment,97969,3,157m2
house,961068,4,155m2
appartment,196443,3,158m2
house,223664,3,194m2
appartment,995491,4,135m2
appartment,584334,4,250m2
house,330211,3,139m2
house,516098,5,206m2
appartment,99496,4,195m2
house,178429,5,221m2
house,750526,4,219m2
appartment,543427,5,200m2
appartment,859846,3,219m2
appartment,252884,2,198m2
appartment,938896,3,158m2
appartment,926136,2,192m2
appartment,312601,5,183m2
appartment,777479,2,220m2
appartment,349716,5,210m2
appartment,693349,4,145m2
appartment,573989,5,225m2
appartment,351433,5,173m2
appartment,901196,5,149m2
appartment,459765,4,203m2
house,816770,4,134m2
appartment,364970,4,215m2
appartment,824702,5,138m2
appartment,126314,3,136m2
house,27760,3,232m2
house,478193,2,192m2
house,594288,5,239m2
appartment,35705,2,214m2
appartment,165340,3,141m2
appartment,746749,2,167m2
appartment,669002,2,160m2
house,756414,3,231m2
appartment,289140,3,192m2
appartment,762926,3,183m2
house,330568,4,198m2
house,799879,5,151m2
appartment,346349,2,167m2
appartment,371186,2,174m2
appartment,688950,2,190m2
appartment,939001,4,174m2
appartment,287682,2,227m2
appartment,993017,2,245m2
appartment,890555,3,163m2
appartment,570776,2,156m2
appartment,260731,5,202m2
house,201258,3,240m2
appartment,492180,2,193m2
appartment,763160,2,170m2
appartment,455473,2,245m2
house,606251,2,224m2
appartment,671624,4,176m2
house,298568,4,163m2
appartment,266865,4,205m2
appartment,121623,2,238m2
appartment,644760,4,201m2
appartment,957577,2,202m2
appartment,231960,4,248m2
appartment,284639,4,139m2
house,923582,5,150m2
appartment,333047,3,153m2
appartment,925075,2,157m2
appartment,834912,3,193m2
house,186494,4,199m2
appartment,524016,3,168m2
house,176891,5,243m2
house,404612,5,166m2
appartment,933719,2,139m2
house,902473,4,156m2
appartment,291027,2,208m2
appartment,810760,5,208m2
house,337853,5,230m2
appartment,889362,5,190m2
appartment,421895,5,208m2
appartment,34023,5,161m2
appartment,843043,4,134m2
appartment,494448,5,242m2
appartment,967933,3,211m2
appartment,467876,3,234m2
appartment,748130,3,181m2
appartment,910447,4,203m2
house,896050,2,137m2
appartment,640078,5,201m2
appartment,911264,5,205m2
house,45387,3,145m2
appartment,195163,2,250m2
house,112793,5,180m2
appartment,87307,5,236m2
appartment,771672,4,240m2
house,668085,5,155m2
house,722669,4,231m2
appartment,518556,2,206m2
appartment,381229,3,196m2
appartment,422106,4,180m2
appartment,55916,3,141m2
appartment,365328,4,202m2
appartment,99170,3,241m2
appartment,78914,2,148m2
appartment,670621,5,178m2
house,130097,3,226m2
appartment,709256,3,198m2
appartment,635176,4,143m2
appartment,166833,4,142m2
appartment,322480,5,180m2
house,651921,5,234m2
house,933455,4,217m2
appartment,87653,3,220m2
appartment,945153,3,246m2
appartment,909873,3,198m2
appartment,662104,5,150m2
appartment,632230,5,155m2
appartment,342943,3,211m2
house,977580,2,133m2
house,236505,5,135m2
house,651066,2,235m2
house,155934,5,248m2
appartment,752959,3,152m2
appartment,632317,5,180m2
appartment,642685,3,199m2
appartment,817325,3,174m2
appartment,418486,3,199m2
house,705597,4,145m2
appartment,449169,3,145m2
house,378165,5,153m2
appartment,928899,3,221m2
house,731448,4,132m2
appartment,69239,3,149m2
house,733240,4,181m2
house,156402,5,218m2
appartment,865103,2,205m2
appartment,44285,3,164m2
appartment,800904,5,190m2
appartment,623796,4,196m2
appartment,861474,3,173m2
appartment,783703,2,177m2
appartment,658637,5,249m2
house,529476,5,130m2
house,576689,3,146m2
appartment,367073,2,196m2
house,435659,5,224m2
appartment,862037,3,228m2
appartment,750765,4,211m2
house,879544,5,154m2
house,339953,2,164m2
appartment,816115,2,142m2
appartment,514231,3,145m2
appartment,553167,4,210m2
appartment,190042,3,153m2
house,745952,3,215m2
appartment,389895,5,149m2
appartment,154961,4,201m2
appartment,707422,5,202m2
appartment,286115,5,165m2
appartment,923660,3,248m2
appartment,874684,2,242m2
house,719694,5,208m2
house,599096,4,162m2
house,270562,4,190m2
appartment,163777,4,164m2
house,4076,3,188m2
appartment,401606,2,146m2
appartment,874893,4,169m2
appartment,544227,5,232m2
appartment,104386,3,174m2
appartment,581076,4,223m2
house,148847,3,140m2
house,248748,4,175m2
house,203996,2,158m2
house,176462,2,208m2
house,823161,4,249m2
appartment,562322,2,188m2
appartment,758177,2,174m2
appartment,458100,4,139m2
appartment,260899,4,164m2
house,608140,5,168m2
appartment,314084,3,234m2
appartment,233590,4,169m2
appartment,682728,2,144m2
appartment,118503,2,182m2
appartment,975808,3,219m2
house,1025,2,244m2
house,915092,2,181m2
appartment,169752,3,196m2
house,984404,5,164m2
appartment,55692,5,228m2
house,476879,2,217m2
house,415966,5,190m2
appartment,578636,3,185m2
appartment,451322,5,185m2
appartment,736908,4,250m2
appartment,729342,3,187m2
appartment,310466,2,168m2
appartment,33666,3,130m2
appartment,416672,3,224m2
house,963074,3,211m2
house,159560,5,227m2
house,338127,3,155m2
appartment,20419,3,134m2
appartment,961051,5,230m2
appartment,195195,5,175m2
house,655734,2,232m2
house,280734,4,191m2
appartment,161241,2,132m2
appartment,720881,5,159m2
appartment,17751,5,168m2
house,448273,5,234m2
appartment,687318,2,245m2
appartment,50277,5,248m2
appartment,658027,4,141m2
house,851049,5,161m2
appartment,336563,5,136m2
appartment,951650,3,195m2
appartment,489819,3,216m2
appartment,964760,5,150m2
appartment,947416,4,226m2
appartment,641238,3,161m2
appartment,527272,4,156m2
appartment,798060,2,213m2
appartment,455955,3,200m2
house,821387,2,145m2
house,177505,2,197m2
house,295037,3,131m2
house,99214,3,234m2
appartment,657143,2,173m2
appartment,210994,4,240m2
house,548668,2,198m2
appartment,376245,5,244m2
appartment,320378,5,209m2
appartment,420415,5,145m2
house,428173,2,203m2
appartment,464551,4,145m2
appartment,639251,4,153m2
house,864119,5,143m2
appartment,728171,3,240m2
house,107398,3,230m2
house,478049,5,221m2
appartment,808924,3,238m2
appartment,730767,5,219m2
house,321685,2,243m2
appartment,281727,4,197m2
appartment,719655,2,190m2
appartment,835737,5,205m2
appartment,694102,4,245m2
house,51041,5,130m2
appartment,791471,2,178m2
house,438611,5,137m2
appartment,858456,2,185m2
house,545591,2,230m2
appartment,826933,2,224m2
house,459314,5,145m2
appartment,949570,3,235m2
house,700596,5,203m2
appartment,570219,5,216m2
house,374830,5,214m2
appartment,572060,2,182m2
house,417892,3,163m2
house,80326,5,244m2
appartment,331379,5,232m2
appartment,959528,5,156m2
appartment,934596,3,241m2
appartment,434814,3,156m2
house,757144,3,147m2
appartment,5242,3,136m2
appartment,90162,3,138m2
appartment,637619,3,207m2
house,4722,2,210m2
appartment,983704,5,138m2
house,145634,2,172m2
house,486242,4,157m2
appartment,735710,3,175m2
house,363427,5,230m2
house,962334,3,206m2
appartment,829709,4,131m2
appartment,816777,5,192m2
appartment,531195,3,202m2
appartment,780975,4,146m2
house,25720,5,229m2
appartment,45820,5,186m2
appartment,562508,3,163m2
appartment,692022,4,181m2
appartment,236342,5,212m2
appartment,323432,5,141m2
appartment,692630,5,148m2
appartment,479684,5,135m2
appartment,970291,3,199m2
house,289915,3,229m2
house,201684,4,159m2
house,278238,4,178m2
appartment,901530,4,230m2
house,205357,3,143m2
appartment,975815,3,184m2
house,349962,5,191m2
house,698014,5,228m2
appartment,898747,2,234m2
appartment,241614,5,232m2
house,126487,3,189m2
appartment,912650,5,148m2
appartment,849279,3,209m2
appartment,549208,2,155m2
appartment,981609,5,198m2
appartment,805030,3,158m2
house,22948,5,162m2
appartment,830284,4,231m2
appartment,352501,2,226m2
house,56870,3,240m2
appartment,883440,2,133m2
appartment,266830,3,191m2
appartment,280511,2,170m2
appartment,156351,2,186m2
appartment,793439,2,196m2
appartment,77635,2,241m2
appartment,65800,3,156m2
appartment,624284,2,238m2
house,494375,5,196m2
house,884255,5,207m2
house,298912,2,211m2
appartment,53502,4,219m2
appartment,228741,3,148m2
appartment,145569,4,173m2
appartment,398606,2,177m2
appartment,389933,5,145m2
house,790325,5,240m2
appartment,77830,4,182m2
appartment,192176,5,184m2
appartment,501149,5,233m2
